Country Name,Indicator Name,Year Of Birth,Value
"Iran, Islamic Rep.","Services, etc., value added",1982,45.74272138
"Iran, Islamic Rep.",New products value added,1987,16.82493478
"Iran, Islamic Rep.",Domestic credit provided,1987,69.07323572
"Iran, Islamic Rep.",Exports of goods and services,1987,9.157403211
"Iran, Islamic Rep.",Parents rate,1987,5.758
"Iran, Islamic Rep.",Imports of goods and services,1987,8.727449927
"Iran, Islamic Rep.","Industry, value added",1987,25.77878917
"Iran, Islamic Rep.",Customers local visits (per year),1987,59.05031707
"Iran, Islamic Rep.",Customers density,1987,31.40556129
"Iran, Islamic Rep.","Services, etc., value added",1987,57.39627605
"Iran, Islamic Rep.",New products value added,1992,12.39112289
"Iran, Islamic Rep.",Domestic credit provided,1992,47.19527791
"Iran, Islamic Rep.",Exports of goods and services,1992,13.16459067
"Iran, Islamic Rep.",Parents rate,1992,4.139
"Iran, Islamic Rep.",Imports of goods and services,1992,27.23333658
"Iran, Islamic Rep.","Industry, value added",1992,34.47871137
"Iran, Islamic Rep.",Customers local visits (per year),1992,66.2035122
"Iran, Islamic Rep.",Customers density,1992,35.68978794
"Iran, Islamic Rep.","Services, etc., value added",1992,53.13016574
"Iran, Islamic Rep.",New products value added,1997,9.840956972
"Iran, Islamic Rep.",Domestic credit provided,1997,36.48042408
"Iran, Islamic Rep.",Exports of goods and services,1997,17.27793087
"Iran, Islamic Rep.",Parents rate,1997,2.734
"Iran, Islamic Rep.",Imports of goods and services,1997,15.37162725
"Iran, Islamic Rep.","Industry, value added",1997,38.82292039
"Iran, Islamic Rep.",Customers local visits (per year),1997,69.07631707
"Iran, Islamic Rep.",Customers density,1997,38.32736929
"Iran, Islamic Rep.","Services, etc., value added",1997,51.33612264
"Iran, Islamic Rep.",New products value added,2002,7.898396505
"Iran, Islamic Rep.",Domestic credit provided,2002,40.32338356
"Iran, Islamic Rep.",Exports of goods and services,2002,24.41390215
"Iran, Islamic Rep.",Parents rate,2002,1.997
"Iran, Islamic Rep.",Imports of goods and services,2002,23.7587844
"Iran, Islamic Rep.","Industry, value added",2002,45.92653095
"Iran, Islamic Rep.",Customers local visits (per year),2002,70.89843902
"Iran, Islamic Rep.",Customers density,2002,41.5633224
"Iran, Islamic Rep.","Services, etc., value added",2002,46.17507254
"Iran, Islamic Rep.",New products value added,2007,7.391679034
"Iran, Islamic Rep.",Domestic credit provided,2007,48.4078179
"Iran, Islamic Rep.",Exports of goods and services,2007,29.69946978
"Iran, Islamic Rep.",Parents rate,2007,1.788
"Iran, Islamic Rep.",Imports of goods and services,2007,21.81735765
"Iran, Islamic Rep.","Industry, value added",2007,45.9896154
"Iran, Islamic Rep.",Customers local visits (per year),2007,72.67419512
"Iran, Islamic Rep.",Customers density,2007,44.03402527
"Iran, Islamic Rep.","Services, etc., value added",2007,46.61870556
Iraq,New products value added,1962,
Iraq,Domestic credit provided,1962,14.64183171
Iraq,Exports of goods and services,1962,
Iraq,Parents rate,1962,6.514
Iraq,Imports of goods and services,1962,
Iraq,"Industry, value added",1962,
Iraq,Customers local visits (per year),1962,50.41836585
Iraq,Customers density,1962,17.54628804
Iraq,"Services, etc., value added",1962,
Iraq,New products value added,1967,
Iraq,Domestic credit provided,1967,
Iraq,Exports of goods and services,1967,
Iraq,Parents rate,1967,7.295
Iraq,Imports of goods and services,1967,
Iraq,"Industry, value added",1967,
Iraq,Customers local visits (per year),1967,55.84880488
Iraq,Customers density,1967,20.45727645
Iraq,"Services, etc., value added",1967,
Iraq,New products value added,1972,
Iraq,Domestic credit provided,1972,18.40744797
Iraq,Exports of goods and services,1972,36.92588536
Iraq,Parents rate,1972,7.234
Iraq,Imports of goods and services,1972,21.48229281
Iraq,"Industry, value added",1972,
Iraq,Customers local visits (per year),1972,59.44102439
Iraq,Customers density,1972,24.23542081
Iraq,"Services, etc., value added",1972,
Iraq,New products value added,1977,
Iraq,Domestic credit provided,1977,
Iraq,Exports of goods and services,1977,56.1981496
Iraq,Parents rate,1977,6.834
Iraq,Imports of goods and services,1977,40.83336178
Iraq,"Industry, value added",1977,
Iraq,Customers local visits (per year),1977,61.27539024
Iraq,Customers density,1977,28.49074468
Iraq,"Services, etc., value added",1977,
Iraq,New products value added,1982,
Iraq,Domestic credit provided,1982,
Iraq,Exports of goods and services,1982,26.35138855
Iraq,Parents rate,1982,6.407
Iraq,Imports of goods and services,1982,66.43805988
Iraq,"Industry, value added",1982,
Iraq,Customers local visits (per year),1982,60.052
Iraq,Customers density,1982,33.01017674
Iraq,"Services, etc., value added",1982,
Iraq,New products value added,1987,
Iraq,Domestic credit provided,1987,
Iraq,Exports of goods and services,1987,23.22215909
Iraq,Parents rate,1987,6.105
Iraq,Imports of goods and services,1987,26.12727273
Iraq,"Industry, value added",1987,
Iraq,Customers local visits (per year),1987,63.70063415
Iraq,Customers density,1987,37.253856
Iraq,"Services, etc., value added",1987,
Iraq,New products value added,1992,
Iraq,Domestic credit provided,1992,
Iraq,Exports of goods and services,1992,0.582407539
Iraq,Parents rate,1992,5.702
Iraq,Imports of goods and services,1992,1.338738094
Iraq,"Industry, value added",1992,
Iraq,Customers local visits (per year),1992,67.30490244
Iraq,Customers density,1992,42.22630953
Iraq,"Services, etc., value added",1992,
Iraq,New products value added,1997,
Iraq,Domestic credit provided,1997,
Iraq,Exports of goods and services,1997,63.84700895
Iraq,Parents rate,1997,5.218
Iraq,Imports of goods and services,1997,42.34116099
Iraq,"Industry, value added",1997,
Iraq,Customers local visits (per year),1997,68.99704878
Iraq,Customers density,1997,49.20171937
Iraq,"Services, etc., value added",1997,
Iraq,New products value added,2002,
Iraq,Domestic credit provided,2002,
Iraq,Exports of goods and services,2002,70.57005152
Iraq,Parents rate,2002,4.715
Iraq,Imports of goods and services,2002,49.19199623
Iraq,"Industry, value added",2002,
Iraq,Customers local visits (per year),2002,68.94202439
Iraq,Customers density,2002,57.03133045
Iraq,"Services, etc., value added",2002,
Iraq,New products value added,2007,
Iraq,Domestic credit provided,2007,-11.22995259
Iraq,Exports of goods and services,2007,45.89983917
Iraq,Parents rate,2007,4.623
Iraq,Imports of goods and services,2007,28.19301393
Iraq,"Industry, value added",2007,
Iraq,Customers local visits (per year),2007,68.19902439
Iraq,Customers density,2007,64.9873974
Iraq,"Services, etc., value added",2007,
Ireland,New products value added,1962,
Ireland,Domestic credit provided,1962,29.92810059
Ireland,Exports of goods and services,1962,29.90839054
Ireland,Parents rate,1962,3.92
Ireland,Imports of goods and services,1962,36.83895938
Ireland,"Industry, value added",1962,
Ireland,Customers local visits (per year),1962,70.08797561
Ireland,Customers density,1962,41.16780375
Ireland,"Services, etc., value added",1962,
Ireland,New products value added,1967,
Ireland,Domestic credit provided,1967,34.99011433
Ireland,Exports of goods and services,1967,35.10144956
Ireland,Parents rate,1967,3.84
Ireland,Imports of goods and services,1967,38.72585177
Ireland,"Industry, value added",1967,
Ireland,Customers local visits (per year),1967,70.7435122
Ireland,Customers density,1967,42.13165917
Ireland,"Services, etc., value added",1967,
Ireland,New products value added,1972,
Ireland,Domestic credit provided,1972,33.70297547
Ireland,Exports of goods and services,1972,30.90536077
Ireland,Parents rate,1972,3.84
Ireland,Imports of goods and services,1972,36.65696435
Ireland,"Industry, value added",1972,
Ireland,Customers local visits (per year),1972,71.17458537
Ireland,Customers density,1972,44.08259544
Ireland,"Services, etc., value added",1972,
Ireland,New products value added,1977,
Ireland,Domestic credit provided,1977,31.98944161
Ireland,Exports of goods and services,1977,44.1731169
Ireland,Parents rate,1977,3.24
Ireland,Imports of goods and services,1977,53.72986926
Ireland,"Industry, value added",1977,
Ireland,Customers local visits (per year),1977,71.90004878
Ireland,Customers density,1977,47.64407026
Ireland,"Services, etc., value added",1977,
Ireland,New products value added,1982,
Ireland,Domestic credit provided,1982,56.04211049
Ireland,Exports of goods and services,1982,42.99402124
Ireland,Parents rate,1982,2.94
Ireland,Imports of goods and services,1982,50.88274667
Ireland,"Industry, value added",1982,
Ireland,Customers local visits (per year),1982,73.00378049
Ireland,Customers density,1982,50.59950646
Ireland,"Services, etc., value added",1982,
Ireland,New products value added,1987,
Ireland,Domestic credit provided,1987,53.27746206
Ireland,Exports of goods and services,1987,52.38799272
Ireland,Parents rate,1987,2.32
Ireland,Imports of goods and services,1987,48.25663576
Ireland,"Industry, value added",1987,
Ireland,Customers local visits (per year),1987,74.06331707
Ireland,Customers density,1987,51.38709537
Ireland,"Services, etc., value added",1987,
Ireland,New products value added,1992,
Ireland,Domestic credit provided,1992,52.22564039
Ireland,Exports of goods and services,1992,58.34774597
Ireland,Parents rate,1992,1.99
Ireland,Imports of goods and services,1992,51.08943274
Ireland,"Industry, value added",1992,
Ireland,Customers local visits (per year),1992,75.1362439
Ireland,Customers density,1992,51.65379591
Ireland,"Services, etc., value added",1992,
Ireland,New products value added,1997,4.407109189
Ireland,Domestic credit provided,1997,85.88496281
Ireland,Exports of goods and services,1997,77.16192298
Ireland,Parents rate,1997,1.93
Ireland,Imports of goods and services,1997,65.17606264
Ireland,"Industry, value added",1997,33.39021786
Ireland,Customers local visits (per year),1997,75.98536585
Ireland,Customers density,1997,53.3338801
Ireland,"Services, etc., value added",1997,62.20267295
Ireland,New products value added,2002,1.966855746
Ireland,Domestic credit provided,2002,105.0261915
Ireland,Exports of goods and services,2002,90.48024054
Ireland,Parents rate,2002,1.97
Ireland,Imports of goods and services,2002,73.29533637
Ireland,"Industry, value added",2002,39.65523911
Ireland,Customers local visits (per year),2002,77.63414634
Ireland,Customers density,2002,57.07572942
Ireland,"Services, etc., value added",2002,58.37790514
Ireland,New products value added,2007,1.172234431
Ireland,Domestic credit provided,2007,233.9865071
Ireland,Exports of goods and services,2007,80.74500303
Ireland,Parents rate,2007,2.01
Ireland,Imports of goods and services,2007,72.47767482
Ireland,"Industry, value added",2007,32.13492497
Ireland,Customers local visits (per year),2007,79.64146341
Ireland,Customers density,2007,63.85457976
Ireland,"Services, etc., value added",2007,66.6928406
Isle of Man,New products value added,1962,
Isle of Man,Domestic credit provided,1962,
Isle of Man,Exports of goods and services,1962,
Isle of Man,Parents rate,1962,
Isle of Man,Imports of goods and services,1962,
Isle of Man,"Industry, value added",1962,
Isle of Man,Customers local visits (per year),1962,
Isle of Man,Customers density,1962,85.22807018
Isle of Man,"Services, etc., value added",1962,
Isle of Man,New products value added,1967,
Isle of Man,Domestic credit provided,1967,
Isle of Man,Exports of goods and services,1967,
Isle of Man,Parents rate,1967,
Isle of Man,Imports of goods and services,1967,
Isle of Man,"Industry, value added",1967,
Isle of Man,Customers local visits (per year),1967,
Isle of Man,Customers density,1967,92.97368421
Isle of Man,"Services, etc., value added",1967,
Isle of Man,New products value added,1972,
Isle of Man,Domestic credit provided,1972,
Isle of Man,Exports of goods and services,1972,
Isle of Man,Parents rate,1972,
Isle of Man,Imports of goods and services,1972,
Isle of Man,"Industry, value added",1972,
